entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1513,1582,2022-03-05 01:00:00,2022-03-07 22:00:00,381.6697986846121,371.0071466386185,-1,0.027936850342210384,3670.038660347284,69,-2.5906968679612064,3.8114710787259476,0.7329676590789921,1.4712146086490816,Sideways,248400.0,1,Saturday,Asia,2022,3,135039.13057269304,75660.76168132614,40621.63110863308
1582,1610,2022-03-07 22:00:00,2022-03-09 02:00:00,371.0071466386185,386.6530554727472,1,0.042171448652359,5694.795761005527,28,0.0,4.2171448652359,1.0,4.2171448652359,Sideways,100800.0,22,Monday,Late,2022,3,140733.92633369856,81355.55744233167,40621.63110863308
1610,1682,2022-03-09 02:00:00,2022-03-12 02:00:00,386.6530554727472,379.2316770078261,-1,0.01919389581920483,2701.2323202766574,72,-4.278038831381825,2.453673212497409,0.7822515126074515,0.5735509445352234,Sideways,259200.0,2,Wednesday,Asia,2022,3,143435.15865397523,84056.78976260833,40621.63110863308
1682,1701,2022-03-12 02:00:00,2022-03-12 21:00:00,379.2316770078261,396.5538387431669,1,0.04567699057213348,6551.6863895500965,19,-0.8615082312627753,4.567699057213348,1.0,5.301979588190514,Bearish,68400.0,2,Saturday,Asia,2022,3,149986.84504352533,90608.47615215843,40621.63110863308
1701,1800,2022-03-12 21:00:00,2022-03-17 00:00:00,396.5538387431669,396.892448385501,-1,-0.0008538806317126557,-128.0708619943536,99,-5.793490758953412,0.4548392590457251,-0.18773239440767248,0.07850867084629497,Sideways,356400.0,21,Saturday,Late,2022,3,149858.774181531,90608.47615215843,40749.70197062744
1800,1822,2022-03-17 00:00:00,2022-03-17 22:00:00,396.892448385501,417.027020526512,1,0.05073054985781522,7602.41801524723,22,-1.1652884604427705,5.073054985781522,1.0,4.353475691206906,Sideways,79200.0,0,Thursday,Asia,2022,3,157461.1921967782,98210.89416740566,40749.70197062744
1822,1839,2022-03-17 22:00:00,2022-03-18 15:00:00,417.027020526512,396.9522531800194,-1,0.04813780968232573,7579.836902320623,17,-0.0,4.813780968232573,1.0,4.813780968232573,Sideways,61200.0,22,Thursday,Late,2022,3,165041.0290990988,105790.73106972627,40749.70197062744
1839,1872,2022-03-18 15:00:00,2022-03-20 00:00:00,396.9522531800194,409.2565048976261,1,0.030996805331211075,5115.744650647509,33,-3.3198111219777116,3.0996805331211075,1.0,0.9336918334301303,Bearish,118800.0,15,Friday,NY_overlap,2022,3,170156.77374974632,110906.47572037378,40749.70197062744
1872,1988,2022-03-20 00:00:00,2022-03-24 20:00:00,409.2565048976261,426.5525223466414,-1,-0.04226204652102439,-7191.173488079202,116,-14.171374060920616,0.8008059605728368,-5.277439055372824,0.05650870248222169,Sideways,417600.0,0,Sunday,Asia,2022,3,162965.60026166713,110906.47572037378,47940.875458706636
1988,2009,2022-03-24 20:00:00,2022-03-25 17:00:00,426.5525223466414,447.886937744387,1,0.05001591663407878,8150.873876910152,21,0.0,5.001591663407878,1.0,5.001591663407878,Bearish,75600.0,20,Thursday,NY,2022,3,171116.4741385773,119057.34959728393,47940.875458706636
2009,2156,2022-03-25 17:00:00,2022-03-31 20:00:00,447.886937744387,460.7749685971276,-1,-0.028775188036619825,-4923.908719500956,147,-8.736521107024187,0.34535953276355613,-8.33195128750658,0.03953055553037995,Sideways,529200.0,17,Friday,NY,2022,3,166192.56541907633,119057.34959728393,52864.78417820759
2156,2169,2022-03-31 20:00:00,2022-04-01 09:00:00,460.7749685971276,480.9024624474882,1,0.04368183000834569,7259.595391286964,13,-0.4764894188073132,4.368183000834569,1.0,9.167429177689696,Sideways,46800.0,20,Thursday,NY,2022,3,173452.1608103633,126316.94498857089,52864.78417820759
2169,2269,2022-04-01 09:00:00,2022-04-05 13:00:00,480.9024624474882,526.8015079244695,-1,-0.0954435650909009,-16554.892600461324,100,-17.41418997988402,-0.0,0.0,-0.0,Sideways,360000.0,9,Friday,London,2022,4,156897.26820990196,126316.94498857089,69419.67677866892
2269,2327,2022-04-05 13:00:00,2022-04-07 23:00:00,526.8015079244695,541.3726934754241,1,0.02765972635189118,4339.735504045165,58,-2.094206514012442,2.8093799040896927,0.9845491637363157,1.3415008908109058,Bearish,208800.0,13,Tuesday,NY_overlap,2022,4,161237.00371394714,130656.68049261605,69419.67677866892
2327,2379,2022-04-07 23:00:00,2022-04-10 03:00:00,541.3726934754241,535.0171838570449,-1,0.011739619849643779,1892.861129297342,52,-7.441507522424851,2.4664985539250672,0.4759629731370372,0.33145146282420834,Sideways,187200.0,23,Thursday,Late,2022,4,163129.8648432445,132549.5416219134,69419.67677866892
2379,2484,2022-04-10 03:00:00,2022-04-14 12:00:00,535.0171838570449,519.5878811853256,1,-0.028838891791262422,-4704.484520137593,105,-7.794939847531612,0.9851876586953967,-2.9272485842394134,0.12638810279047522,Sideways,378000.0,3,Sunday,Asia,2022,4,158425.3803231069,132549.5416219134,74124.1612988065
2484,2487,2022-04-14 12:00:00,2022-04-14 15:00:00,519.5878811853256,507.598226528642,-1,0.023075316208938212,3655.71574647699,3,-0.0,2.3075316208938212,1.0,2.3075316208938212,Bullish,10800.0,12,Thursday,London,2022,4,162081.09606958387,136205.2573683904,74124.1612988065
2487,2625,2022-04-14 15:00:00,2022-04-20 09:00:00,507.598226528642,465.8799254207981,1,-0.08218764157855052,-13321.063030425576,138,-13.05353742898645,0.2500047339188072,-32.87443413181216,0.019152259322722066,Sideways,496800.0,15,Thursday,NY_overlap,2022,4,148760.0330391583,136205.2573683904,87445.22432923208
2625,2628,2022-04-20 09:00:00,2022-04-20 12:00:00,465.8799254207981,454.2335697574275,-1,0.024998620949059358,3718.7956783154655,3,-0.0,2.499862094905936,1.0,2.499862094905936,Sideways,10800.0,9,Wednesday,London,2022,4,152478.82871747378,139924.05304670584,87445.22432923208
2628,2697,2022-04-20 12:00:00,2022-04-23 09:00:00,454.2335697574275,457.5273961464021,1,0.007251393574309262,1105.6839987800918,69,-4.460969060998243,1.0921923693941515,0.6639300710672125,0.244832984595896,Sideways,248400.0,12,Wednesday,London,2022,4,153584.51271625387,141029.73704548593,87445.22432923208
2697,2809,2022-04-23 09:00:00,2022-04-28 01:00:00,457.5273961464021,507.2651724348296,-1,-0.10870994110374999,-16696.1633318321,112,-18.274594863599745,-0.0,0.0,-0.0,Bullish,403200.0,9,Saturday,London,2022,4,136888.34938442177,141029.73704548593,104141.38766106417
2809,2840,2022-04-28 01:00:00,2022-04-29 08:00:00,507.2651724348296,517.0941526928174,1,0.019376414530509756,2652.4054020698063,31,-2.7963128203405963,2.3913102183955592,0.8102844366010483,0.8551654882819202,Sideways,111600.0,1,Thursday,Asia,2022,4,139540.75478649157,143682.14244755573,104141.38766106417
2840,2973,2022-04-29 08:00:00,2022-05-04 21:00:00,517.0941526928174,525.3123612933664,-1,-0.015893060398675773,-2217.729643898516,133,-7.393993435027202,1.0586250776598694,-1.5012926421323762,0.14317365669340423,Sideways,478800.0,8,Friday,London,2022,4,137323.02514259305,143682.14244755573,106359.1173049627
2973,3049,2022-05-04 21:00:00,2022-05-08 01:00:00,525.3123612933664,532.7651560344831,1,0.014187358399043282,1948.2509741387992,76,-4.454277357877922,2.745126659517627,0.516819810475932,0.6162900149588895,Bearish,273600.0,21,Wednesday,Late,2022,5,139271.27611673187,145630.39342169452,106359.1173049627
3049,3128,2022-05-08 01:00:00,2022-05-11 08:00:00,532.7651560344831,527.0998135364853,-1,0.010633845764551286,1480.9892696575616,79,-4.125685699694426,3.219594532605341,0.33028524731486075,0.780378043059316,Sideways,284400.0,1,Sunday,Asia,2022,5,140752.26538638942,147111.38269135208,106359.1173049627
3128,3160,2022-05-11 08:00:00,2022-05-12 16:00:00,527.0998135364853,539.8671431616717,1,0.024221844321147268,3409.2794600379293,32,-1.115340108775409,2.422184432114727,1.0,2.171700285013664,Sideways,115200.0,8,Wednesday,London,2022,5,144161.54484642734,150520.66215139002,106359.1173049627
3160,3164,2022-05-12 16:00:00,2022-05-12 20:00:00,539.8671431616717,532.6646981017856,-1,0.013341143559331692,1923.2798655312208,4,-0.0,1.7881100406945682,0.7461030504671567,1.7881100406945682,Sideways,14400.0,16,Thursday,NY,2022,5,146084.82471195856,152443.94201692124,106359.1173049627
3164,3165,2022-05-12 20:00:00,2022-05-12 21:00:00,532.6646981017856,537.8273791179802,1,0.009692177902144605,1415.880109911913,1,0.0,0.9692177902144605,1.0,0.9692177902144605,Sideways,3600.0,20,Thursday,NY,2022,5,147500.7048218705,153859.82212683314,106359.1173049627
3165,3187,2022-05-12 21:00:00,2022-05-13 19:00:00,537.8273791179802,518.4904242164781,-1,0.03595383138213237,5303.21546991121,22,-2.7044481226437656,3.5953831382132373,1.0,1.3294332060244984,Sideways,79200.0,21,Thursday,Late,2022,5,152803.9202917817,159163.03759674434,106359.1173049627
3187,3210,2022-05-13 19:00:00,2022-05-14 18:00:00,518.4904242164781,542.3616322790731,1,0.0460398243587008,7035.065651554544,23,0.0,5.389567705213505,0.8542396510607887,5.389567705213505,Sideways,82800.0,19,Friday,NY,2022,5,159838.9859433362,166198.1032482989,106359.1173049627
3210,3250,2022-05-14 18:00:00,2022-05-16 10:00:00,542.3616322790731,528.8669843264817,-1,0.024881273212275734,3976.997479229249,40,-1.6782793019426645,2.4881273212275734,1.0,1.4825466287688127,Sideways,144000.0,18,Saturday,NY,2022,5,163815.98342256548,170175.10072752816,106359.1173049627
3250,3310,2022-05-16 10:00:00,2022-05-18 22:00:00,528.8669843264817,544.5523007116705,1,0.029658339147723867,4858.5099941643575,60,-2.165290812711318,2.9658339147723867,1.0,1.3697162050295917,Sideways,216000.0,10,Monday,London,2022,5,168674.49341672985,175033.61072169253,106359.1173049627
3310,3349,2022-05-18 22:00:00,2022-05-20 13:00:00,544.5523007116705,525.8148384043805,-1,0.03440893057067651,5803.90893302029,39,-1.869868676189257,3.440893057067651,1.0,1.8401789927194783,Bullish,140400.0,22,Wednesday,Late,2022,5,174478.4023497501,180837.5196547128,106359.1173049627
3349,3409,2022-05-20 13:00:00,2022-05-23 01:00:00,525.8148384043805,535.8364127061659,1,0.019059131789046724,3325.4068647262075,60,-5.451417403046966,1.9059131789046724,1.0,0.3496179136529517,Sideways,216000.0,13,Friday,NY_overlap,2022,5,177803.80921447632,184162.92651943903,106359.1173049627
3409,3481,2022-05-23 01:00:00,2022-05-26 01:00:00,535.8364127061659,547.2799483293285,-1,-0.021356397870328836,-3797.2488924443974,72,-11.211203182667262,-0.0,0.0,-0.0,Bullish,259200.0,1,Monday,Asia,2022,5,174006.5603220319,184162.92651943903,110156.3661974071
3481,3717,2022-05-26 01:00:00,2022-06-04 21:00:00,547.2799483293285,463.9901408094608,1,-0.1521886701205205,-26481.827007656175,236,-20.319219772741594,1.6297793031161634,-9.337992563136211,0.08020875414234784,Bearish,849600.0,1,Thursday,Asia,2022,5,147524.73331437574,184162.92651943903,136638.1932050633
3717,3890,2022-06-04 21:00:00,2022-06-12 02:00:00,463.9901408094608,486.7882501034744,-1,-0.049134900268011705,-7248.613058466879,173,-9.977682688197165,4.63544466880772,-1.0599824564543807,0.4645812874256962,Bullish,622800.0,21,Saturday,Late,2022,6,140276.12025590887,184162.92651943903,143886.80626353016
3890,3917,2022-06-12 02:00:00,2022-06-13 05:00:00,486.7882501034744,497.9843133959993,1,0.022999863472762616,3226.331614374736,27,-2.625470431262078,2.9954500222701297,0.7678266471403837,1.140919351672226,Bearish,97200.0,2,Sunday,Asia,2022,6,143502.4518702836,187389.25813381377,143886.80626353016
3917,3999,2022-06-13 05:00:00,2022-06-16 15:00:00,497.9843133959993,527.0669034777482,-1,-0.058400614837484266,-8380.63141991106,82,-7.679599896785949,-0.0,0.0,-0.0,Sideways,295200.0,5,Monday,Asia,2022,6,135121.82045037253,187389.25813381377,152267.4376834412
