entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,direction,ret,pnl,hold_bars,mae_pct,mfe_pct,trade_efficiency_pct,edge_ratio,entry_regime,hold_sec,hour,weekday,session,year,month,equity,cum_profit,cum_loss
1843,1852,2022-03-18 19:00:00,2022-03-19 04:00:00,1183.245060015406,1025.488109703824,-1,0.13332567837598064,42871.27251540145,9,-0.0,13.924924313977073,0.9574607040567944,13.924924313977073,Bullish,32400.0,19,Friday,NY,2022,3,364424.2774399573,306217.68886564835,41793.411425691
1852,1885,2022-03-19 04:00:00,2022-03-20 13:00:00,1025.488109703824,1102.704580177225,1,0.07529728501259969,27440.158683907164,33,-2.6712345787051617,12.419690822259088,0.6062734257252906,4.649419755669431,Bearish,118800.0,4,Saturday,Asia,2022,3,391864.4361238645,333657.84754955553,41793.411425691
1885,1888,2022-03-20 13:00:00,2022-03-20 16:00:00,1102.704580177225,1063.450476951703,-1,0.03559802319784788,13949.599287548906,3,-0.0,3.5598023197847883,1.0,3.5598023197847883,Sideways,10800.0,13,Sunday,NY_overlap,2022,3,405814.0354114134,347607.44683710445,41793.411425691
1888,1911,2022-03-20 16:00:00,2022-03-21 15:00:00,1063.450476951703,1106.898882063153,1,0.0408560681038872,16579.965868281997,23,-2.575565854096362,4.890868385911329,0.8353540696694576,1.8989490709905732,Bearish,82800.0,16,Sunday,NY,2022,3,422394.0012796954,364187.41270538646,41793.411425691
1911,1928,2022-03-21 15:00:00,2022-03-22 08:00:00,1106.898882063153,1029.241955787161,-1,0.0701572000246734,29633.98043700174,17,-1.8934315802346502,7.01572000246734,1.0,3.705293645518415,Bullish,61200.0,15,Monday,NY_overlap,2022,3,452027.98171669716,393821.3931423882,41793.411425691
1928,1983,2022-03-22 08:00:00,2022-03-24 15:00:00,1029.241955787161,1160.14202743668,1,0.12718104903662542,57489.392908638074,55,-0.9612541297905453,12.906613074270279,0.9853944509281422,13.42684798356351,Bearish,198000.0,8,Tuesday,London,2022,3,509517.3746253352,451310.78605102625,41793.411425691
1983,2509,2022-03-24 15:00:00,2022-04-15 13:00:00,1160.14202743668,1167.692181993458,-1,-0.0065079571106132494,-3315.9172211739447,526,-26.833901012105077,10.367983780824897,-0.06276974625143042,0.38637631465316136,Bullish,1893600.0,15,Thursday,NY_overlap,2022,3,506201.4574041613,451310.78605102625,45109.328646864946
2509,3254,2022-04-15 13:00:00,2022-05-16 14:00:00,1167.692181993458,883.4378073408991,1,-0.24343262636843743,-123225.95024742567,745,-44.11591313329553,1.030415470196866,-23.624706092769397,0.023357001975307233,Bearish,2682000.0,13,Friday,NY_overlap,2022,4,382975.50715673564,451310.78605102625,168335.27889429062
3254,3309,2022-05-16 14:00:00,2022-05-18 21:00:00,883.4378073408991,751.6779065951957,-1,0.14914451209903912,57118.69516077338,55,-0.4213810206774804,15.153755626419263,0.984208243658216,35.962121886874804,Bullish,198000.0,14,Monday,NY_overlap,2022,5,440094.202317509,508429.48121179966,168335.27889429062
3309,3891,2022-05-18 21:00:00,2022-06-12 03:00:00,751.6779065951957,757.316019158397,1,0.007500702779385415,3301.015806514346,582,-22.718129865177584,9.667584321903334,0.07758611179001015,0.4255449008908887,Bearish,2095200.0,21,Wednesday,Late,2022,5,443395.21812402335,511730.497018314,168335.27889429062
3891,3999,2022-06-12 03:00:00,2022-06-16 15:00:00,757.316019158397,762.2296077996164,-1,-0.006488161503146017,-2876.8197849113185,108,-11.268134285627362,5.807124316602086,-0.11172761507097244,0.5153581036045285,Bullish,388800.0,3,Sunday,Asia,2022,6,440518.39833911206,511730.497018314,171212.09867920194
