symbol,timeframe,bars_count,start_date,end_date,days_span,start_price,end_price,buy_and_hold_return_pct,price_min,price_max,bar_volatility_pct,annualized_volatility_pct,market_regime
XAG,30m,4000,2022-01-01 00:00,2022-03-25 07:30,83.3,539.1758174499249,2342.871635856084,334.53,539.1758174499249,5861.523954672522,1.4168,187.56,Bullish
XAG,3h,4000,2022-01-01 00:00,2023-05-15 21:00,499.9,535.3760043289302,884.1104317901086,65.14,502.4962033750347,1433.321935544835,1.3897,75.1,Bullish
XAG,4h,4000,2022-01-01 00:00,2023-10-29 12:00,666.5,546.4126412269912,1871.908284028149,242.58,378.2605045413391,3207.717469496999,1.3724,64.23,Bullish
XAG,5m,4000,2022-01-01 00:00,2022-01-14 21:15,13.9,546.854844807483,2691.490024917247,392.18,377.3224574439338,2943.729748570674,1.3798,447.41,Bullish
XAU,15m,4000,2022-01-01 00:00,2022-02-11 15:45,41.7,2787.875404675125,12798.5190156623,359.08,1752.026134343015,12837.22005847116,1.4268,267.12,Bullish
XAU,1h,4000,2022-01-01 00:00,2022-06-16 15:00,166.6,2807.259939645496,5818.651845561714,107.27,1828.072974963139,8505.112852517927,1.4336,134.19,Bullish
XAU,2h,4000,2022-01-01 00:00,2022-11-30 06:00,333.2,2928.201739118708,8367.899158821268,185.77,2661.698708804193,8981.556096053822,1.4223,94.14,Bullish
XAU,30m,4000,2022-01-01 00:00,2022-03-25 07:30,83.3,2892.167309885277,13084.00164099323,352.39,2492.906367674289,17417.33599184872,1.4578,192.98,Bullish
XAU,3h,4000,2022-01-01 00:00,2023-05-15 21:00,499.9,2847.257437777908,6008.05413962192,111.01,1959.789975771901,6997.856377662878,1.4052,75.94,Bullish
XAU,4h,4000,2022-01-01 00:00,2023-10-29 12:00,666.5,2841.237861439921,11022.2069420495,287.94,2654.044546061512,15341.5221274131,1.4292,66.89,Bullish
XAU,5m,4000,2022-01-01 00:00,2022-01-14 21:15,13.9,2931.779237918947,3570.628133553108,21.79,2428.479528398498,6643.781183411625,1.4226,461.31,Bullish
XRP,15m,4000,2022-01-01 00:00,2022-02-11 15:45,41.7,2117.887551402892,1529.149407665658,-27.8,1145.734599425374,2680.470045591041,0.8205,153.6,Bearish
XRP,1h,4000,2022-01-01 00:00,2022-06-16 15:00,166.6,2087.932898088497,1644.487338847578,-21.24,1149.298722032796,2154.890856788394,0.833,77.98,Bearish
XRP,2h,4000,2022-01-01 00:00,2022-11-30 06:00,333.2,2076.414190313804,4329.178838838896,108.49,1881.464969376747,4329.178838838896,0.8361,55.34,Bullish
XRP,30m,4000,2022-01-01 00:00,2022-03-25 07:30,83.3,2097.654673410073,1590.983282518406,-24.15,1385.150689185098,2599.054016523867,0.8406,111.28,Bearish
XRP,3h,4000,2022-01-01 00:00,2023-05-15 21:00,499.9,2124.523230692563,3622.081417611249,70.49,1905.045404507924,4646.699383878763,0.8414,45.47,Bullish
XRP,4h,4000,2022-01-01 00:00,2023-10-29 12:00,666.5,2070.50327325316,3301.621444489197,59.46,1690.302881356802,4404.527644482534,0.833,38.99,Bullish
XRP,5m,4000,2022-01-01 00:00,2022-01-14 21:15,13.9,2073.605078777935,3053.58952194381,47.26,2028.035026342086,3172.905374950408,0.8343,270.54,Bullish
